"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MT-ATP6",0,1.43292144436909,1,1,0,"0","MT-ATP6"
"MT-CO3",0,1.38568989300942,1,0.999,0,"0","MT-CO3"
"MT-CYB",0,1.35055785485969,1,0.999,0,"0","MT-CYB"
"MT-ND1",0,1.34708380363131,1,0.998,0,"0","MT-ND1"
"MT-CO2",0,1.34702475097797,1,0.999,0,"0","MT-CO2"
"MT-CO1",0,1.23126151421402,1,0.999,0,"0","MT-CO1"
"MT-ND4",0,1.22720608610379,1,0.999,0,"0","MT-ND4"
"MT-ND3",0,1.21354654527593,1,0.999,0,"0","MT-ND3"
"MT-ND2",0,1.14058519438925,1,0.998,0,"0","MT-ND2"
"MT-ND5",4.65036568923682e-243,0.942718618133775,1,0.958,1.12869025643467e-238,"0","MT-ND5"
"MT-ND4L",7.63874755562556e-238,1.00884585002135,0.994,0.909,1.85400041922588e-233,"0","MT-ND4L"
"LPP",7.08187408690241e-226,1.15149043485211,0.993,0.751,1.71884165963208e-221,"0","LPP"
"MACF1",4.4913533465212e-218,1.00579351032386,0.989,0.867,1.09009637073416e-213,"0","MACF1"
"TRIO",8.2653196186657e-215,1.07804061120861,0.991,0.866,2.00607572464635e-210,"0","TRIO"
"PSME4",4.49037148006048e-202,1.09677372604587,0.954,0.765,1.08985806192548e-197,"0","PSME4"
"MT-ATP8",2.53391943169194e-183,0.874035991961214,0.953,0.799,6.15007585265951e-179,"0","MT-ATP8"
"NAV2",5.29292627214901e-174,1.10426271685734,0.913,0.639,1.28464613551329e-169,"0","NAV2"
"COL12A1",7.9196655542825e-169,0.960499023937025,0.944,0.713,1.9221820266799e-164,"0","COL12A1"
"SAMD4A",2.17831036905715e-164,0.869558134909076,0.983,0.851,5.2869770967386e-160,"0","SAMD4A"
"HDAC9",3.05701672699665e-163,1.19935928622114,0.772,0.45,7.41968529809358e-159,"0","HDAC9"
"FLNA",2.21384779245995e-161,0.936530942411408,0.855,0.564,5.37322997707954e-157,"0","FLNA"
"MALAT1",6.24495403968403e-149,0.694252579164503,1,1,1.51571279497171e-144,"0","MALAT1"
"BACH2",3.17678083066658e-148,0.974583954906043,0.93,0.705,7.71036475411086e-144,"0","BACH2"
"KIF1B",1.72293616965664e-146,0.857109720090583,0.918,0.706,4.18173837737363e-142,"0","KIF1B"
"DPP6",2.43844776185255e-143,0.848144407742535,0.839,0.493,5.91835656279233e-139,"0","DPP6"
"SYNE1",1.02330572018293e-140,1.17266006444061,0.86,0.609,2.48366531345599e-136,"0","SYNE1"
"CRIM1",5.23011640095725e-140,0.929173278703285,0.855,0.615,1.26940155167633e-135,"0","CRIM1"
"MED13L",1.7304105178689e-139,0.811408172629432,0.947,0.779,4.19987936791961e-135,"0","MED13L"
"SIK3",8.48354544547768e-139,0.855038072866975,0.934,0.787,2.05904131507189e-134,"0","SIK3"
"CDH13",2.66019235610344e-134,1.02188923216976,0.887,0.627,6.45655286749866e-130,"0","CDH13"
"CACNA1C",2.43807280815897e-129,0.732090645595647,0.803,0.509,5.91744651268264e-125,"0","CACNA1C"
"PRKCA",4.78165093546978e-118,0.807199166050273,0.929,0.756,1.16055449854787e-113,"0","PRKCA"
"SYNE2",6.64861894593199e-118,0.87960756398133,0.743,0.493,1.61368630436715e-113,"0","SYNE2"
"MYH11",1.49069709464547e-115,0.57730238582858,0.901,0.541,3.61807091841401e-111,"0","MYH11"
"PDLIM5",5.53290815236276e-114,0.764041003661191,0.935,0.771,1.34289213765997e-109,"0","PDLIM5"
"AUTS2",3.49423755157697e-112,0.894511597139824,0.891,0.721,8.48086396143247e-108,"0","AUTS2"
"MBNL1",1.07625182857541e-111,0.790034997114285,0.937,0.784,2.61217081313539e-107,"0","MBNL1"
"NFAT5",1.22362175020365e-110,0.70161544449551,0.916,0.763,2.96985234991929e-106,"0","NFAT5"
"ZSWIM6",9.12568255432243e-110,0.663019151788069,0.964,0.82,2.2148944127596e-105,"0","ZSWIM6"
"ZFAND3",3.14018855947897e-107,0.742690959364487,0.89,0.747,7.62155165271141e-103,"0","ZFAND3"
"FNDC3B",5.2413153824453e-107,0.72675622211439,0.98,0.881,1.2721196564733e-102,"0","FNDC3B"
"MAN2A1",1.72933191072937e-106,0.832709564078732,0.825,0.627,4.19726148053125e-102,"0","MAN2A1"
"TSC22D2",1.0165073370813e-103,0.795750367541629,0.896,0.715,2.46716495783003e-99,"0","TSC22D2"
"CALD1",3.44507528521587e-103,0.590205955011275,0.997,0.907,8.36154222474743e-99,"0","CALD1"
"GALNT17",1.53139591176488e-101,0.701863000880461,0.444,0.189,3.71685101744455e-97,"0","GALNT17"
"KALRN",6.65920025269356e-98,0.865096301202275,0.734,0.519,1.61625449333125e-93,"0","KALRN"
"LHFPL6",3.89563741894685e-96,0.82014205967224,0.857,0.686,9.4551015795259e-92,"0","LHFPL6"
"PAWR",2.639890239015e-94,0.819993047406858,0.885,0.736,6.40727759911332e-90,"0","PAWR"
"SLMAP",5.43307785762973e-94,0.655152836015103,0.793,0.545,1.31866232682531e-89,"0","SLMAP"
"PEAK1",7.15266216729655e-94,0.723826941723247,0.957,0.843,1.73602263462455e-89,"0","PEAK1"
"LARGE1",3.26887100839089e-92,0.664697327290829,0.97,0.866,7.93387682446552e-88,"0","LARGE1"
"RBPMS",3.49200350293322e-92,0.667823873875157,0.908,0.781,8.47544170196923e-88,"0","RBPMS"
"DST",1.39210020992596e-88,0.610840592171896,0.938,0.796,3.3787664195113e-84,"0","DST"
"CACNB2",1.1813769448684e-86,0.845196834306101,0.586,0.353,2.86731998289009e-82,"0","CACNB2"
"CDK17",1.34031733372146e-85,0.681629234054115,0.787,0.618,3.25308420067536e-81,"0","CDK17"
"RASAL2",2.37683263572796e-85,0.741299069669057,0.883,0.696,5.76881049017533e-81,"0","RASAL2"
"NT5DC3",2.3629498028268e-84,0.707321021905536,0.601,0.38,5.73511546644091e-80,"0","NT5DC3"
"MAGI1",6.27115702347256e-83,0.761554684980397,0.637,0.422,1.52207252116702e-78,"0","MAGI1"
"PRKD1",2.17635863611444e-82,0.899089709206011,0.61,0.387,5.28224004571335e-78,"0","PRKD1"
"NEAT1",3.73819264381995e-82,0.422431157512139,1,0.987,9.07296736581541e-78,"0","NEAT1"
"CCN2",1.43737591744777e-79,0.581008895611483,0.932,0.684,3.48865508923749e-75,"0","CCN2"
"MRTFA",2.7852955214157e-79,0.646492991770478,0.775,0.612,6.76019076002805e-75,"0","MRTFA"
"STAG1",1.89108500534046e-78,0.605811930639907,0.958,0.856,4.58985241646183e-74,"0","STAG1"
"KCNMA1",2.64095621731135e-76,0.568475746347612,0.743,0.47,6.40986483503637e-72,"0","KCNMA1"
"XIST",3.16279498655617e-76,0.544424151951401,0.832,0.689,7.67641971187049e-72,"0","XIST"
"TJP1",3.27932936037067e-76,0.6112190073565,0.85,0.714,7.95926029055564e-72,"0","TJP1"
"FOXO1",6.22493939806191e-76,0.564224353486279,0.913,0.746,1.51085504130361e-71,"0","FOXO1"
"ANO6",4.75273848890347e-75,0.567381847086807,0.926,0.788,1.15353715864176e-70,"0","ANO6"
"FLNC",1.03199713644062e-73,0.697901575400666,0.548,0.345,2.50476024985504e-69,"0","FLNC"
"IGF2BP2",1.99170794919767e-73,0.783995680946452,0.573,0.378,4.83407436349768e-69,"0","IGF2BP2"
"GAB1",6.09147911069352e-72,0.751929383028918,0.596,0.406,1.47846289495642e-67,"0","GAB1"
"PRKCE",8.23330562373972e-71,0.686508195146804,0.731,0.58,1.99830560793787e-66,"0","PRKCE"
"ERC1",3.13423639248199e-70,0.677398644023214,0.808,0.65,7.60710514819304e-66,"0","ERC1"
"KMT2C",4.66831494287849e-70,0.624730511431625,0.747,0.594,1.13304671978604e-65,"0","KMT2C"
"SYNPO2",9.49052349073793e-70,0.513544249979872,0.804,0.563,2.303444956437e-65,"0","SYNPO2"
"TANC1",3.75389583265695e-69,0.718598498404603,0.566,0.38,9.11108057544169e-65,"0","TANC1"
"DYRK1A",4.46782137885907e-69,0.715425927737413,0.703,0.55,1.08438492686288e-64,"0","DYRK1A"
"LAMC1",1.57274363677873e-68,0.570092012126184,0.868,0.731,3.81720608082567e-64,"0","LAMC1"
"PRKG1",4.86490792020727e-68,0.60734455434324,0.934,0.794,1.18076180131351e-63,"0","PRKG1"
"PDE4D",8.17913752832966e-68,0.720191160685075,0.542,0.335,1.98515846950089e-63,"0","PDE4D"
"CUX1",9.61262692812591e-67,0.406526895652677,0.897,0.752,2.33308068172544e-62,"0","CUX1"
"TLE4",1.34779927414241e-66,0.613445692829653,0.87,0.724,3.27124361827104e-62,"0","TLE4"
"PHLPP1",6.86491755807053e-66,0.746966004919156,0.68,0.514,1.6661841405193e-61,"0","PHLPP1"
"AC083870.1",2.07624026629152e-65,0.619056327610555,0.431,0.228,5.03924275031616e-61,"0","AC083870.1"
"AFF1",2.91722805526617e-65,0.614010925422706,0.705,0.539,7.08040421293651e-61,"0","AFF1"
"ASB3",2.07038345685894e-64,0.750762051283541,0.63,0.452,5.02502768814234e-60,"0","ASB3"
"ARID5B",9.09022486723038e-64,0.548132027601038,0.999,0.95,2.20628847752549e-59,"0","ARID5B"
"DMD",1.7483649593305e-63,0.67708524733085,0.644,0.435,4.24345659279107e-59,"0","DMD"
"UBR5",4.14323028392759e-63,0.648504923301004,0.674,0.539,1.00560342221206e-58,"0","UBR5"
"ABTB2",9.78543534985553e-62,0.641191418250391,0.603,0.421,2.37502301376344e-57,"0","ABTB2"
"NFASC",2.81120468175836e-61,0.534166417768658,0.37,0.18,6.82307488309572e-57,"0","NFASC"
"SORBS1",6.07695491869242e-61,0.633981813293339,0.695,0.515,1.47493772831584e-56,"0","SORBS1"
"TCF12",8.55839573383929e-61,0.539412723792057,0.855,0.732,2.07720822856013e-56,"0","TCF12"
"MAST4",3.128166748341e-60,0.692098118322125,0.545,0.353,7.59237351489844e-56,"0","MAST4"
"RAPGEF2",3.47962551022941e-60,0.670798983864351,0.679,0.528,8.44539907587781e-56,"0","RAPGEF2"
"PTK2",2.93944248847013e-58,0.541383404001792,0.754,0.637,7.13432086376586e-54,"0","PTK2"
"CHRM3",1.4232613500497e-57,0.608871910984738,0.285,0.118,3.45439762270562e-53,"0","CHRM3"
"MITF",3.93144777108716e-57,0.688513860193719,0.683,0.529,9.54201688520565e-53,"0","MITF"
"PTPRK",1.05506812296823e-56,0.728461074340851,0.616,0.468,2.5607558412562e-52,"0","PTPRK"
"LATS2",6.19135536639685e-56,0.565730887221703,0.626,0.47,1.50270386097818e-51,"0","LATS2"
"SLC38A2",8.6236401520585e-55,0.391472518951302,0.968,0.867,2.09304370130612e-50,"0","SLC38A2"
"JMJD1C",5.72152273596344e-54,0.408623905466993,0.991,0.958,1.38867078324569e-49,"0","JMJD1C"
"QKI",8.78357188409005e-54,0.685555839872434,0.848,0.763,2.1318607319875e-49,"0","QKI"
"TEAD1",3.0172288458116e-53,0.581666764485817,0.646,0.522,7.32311613166933e-49,"0","TEAD1"
"MSRB3",6.96238682078695e-53,0.546721657806964,0.654,0.502,1.6898409052732e-48,"0","MSRB3"
"PLCL1",8.23552255747507e-53,0.707301135036164,0.632,0.464,1.99884367992477e-48,"0","PLCL1"
"EXT1",1.47809305160276e-52,0.48354567580225,0.924,0.805,3.58747964554506e-48,"0","EXT1"
"USP47",3.92334219820781e-52,0.544903830203821,0.801,0.694,9.52234384927017e-48,"0","USP47"
"CNKSR3",1.2024768560896e-51,0.590444448159069,0.498,0.323,2.91853157741508e-47,"0","CNKSR3"
"HECTD1",1.28191291721786e-51,0.560780116033962,0.657,0.54,3.11133084137947e-47,"0","HECTD1"
"GNAQ",1.96321031599377e-51,0.574058443243223,0.69,0.575,4.76490775794847e-47,"0","GNAQ"
"KIF13A",3.30054118625253e-51,0.612880772186774,0.662,0.539,8.01074351315353e-47,"0","KIF13A"
"KANSL1",5.06082380657161e-51,0.56990057643647,0.607,0.469,1.22831254609299e-46,"0","KANSL1"
"ACTN1",1.24592006383589e-50,0.51972502404846,0.677,0.547,3.0239725869361e-46,"0","ACTN1"
"HUNK",4.42583448597065e-50,0.451851775911239,0.298,0.139,1.07419428808994e-45,"0","HUNK"
"CD44",5.26413543756239e-50,0.451888135247154,0.988,0.903,1.27765831205077e-45,"0","CD44"
"LINC00513",3.93551527563367e-49,0.520377617437837,0.832,0.702,9.55188912549047e-45,"0","LINC00513"
"AKAP13",9.35550377780871e-49,0.393428819265125,0.963,0.877,2.27067432191195e-44,"0","AKAP13"
"AFF4",1.08345019713636e-48,0.466796740552908,0.812,0.725,2.62964197346966e-44,"0","AFF4"
"HOMER1",1.43180816014427e-48,0.52893094767346,0.714,0.578,3.47514158548615e-44,"0","HOMER1"
"ADAM32",1.83072134558574e-48,0.546892138232481,0.4,0.223,4.44334377787116e-44,"0","ADAM32"
"PRUNE2",2.55340262749829e-47,0.447695722810072,0.368,0.193,6.1973635172011e-43,"0","PRUNE2"
"DENND4A",3.52403943205665e-47,0.563165215188779,0.696,0.59,8.55319610554471e-43,"0","DENND4A"
"LINGO2",1.0726207225224e-46,0.543277338678055,0.341,0.174,2.60335775563411e-42,"0","LINGO2"
"IQCJ-SCHIP1",1.57903971515836e-46,0.570102243317546,0.517,0.361,3.83248729266085e-42,"0","IQCJ-SCHIP1"
"SVIL",1.73877458289616e-46,0.39280017164574,0.887,0.737,4.22017979014726e-42,"0","SVIL"
"FNBP1",6.44129548349818e-46,0.584994175376184,0.629,0.516,1.56336682679984e-41,"0","FNBP1"
"FOXO3",1.05870364935521e-45,0.533991462905661,0.679,0.558,2.56957962735002e-41,"0","FOXO3"
"ERBIN",1.87175384722976e-45,0.613777948773871,0.632,0.532,4.54293376261136e-41,"0","ERBIN"
"LRRFIP2",2.31193641073895e-45,0.46180915406046,0.878,0.779,5.61130086250449e-41,"0","LRRFIP2"
"RAI14",6.40206733252322e-45,0.546476765296278,0.673,0.55,1.55384576227671e-40,"0","RAI14"
"TNIK",1.25430674416187e-44,0.655516246582261,0.437,0.276,3.04432789875527e-40,"0","TNIK"
"PDZRN3",1.32858840428432e-44,0.642877897521289,0.617,0.477,3.22461691603846e-40,"0","PDZRN3"
"HIVEP2",1.48593526895816e-44,0.520849142974058,0.741,0.627,3.60651349128834e-40,"0","HIVEP2"
"FERMT2",1.72847422127342e-44,0.435277796112707,0.903,0.822,4.19517978245273e-40,"0","FERMT2"
"SEMA3C",2.99945904133783e-44,0.499679657484724,0.762,0.596,7.27998703923104e-40,"0","SEMA3C"
"FAM214A",3.32623819823428e-44,0.552768073826571,0.528,0.377,8.07311273093441e-40,"0","FAM214A"
"PTGER3",3.32998175265602e-44,0.639833743441478,0.669,0.515,8.08219871187143e-40,"0","PTGER3"
"GJC1",3.93543976523142e-44,0.498058782900721,0.642,0.506,9.55170585419319e-40,"0","GJC1"
"RPS6KA5",8.40993542897026e-44,0.500844115283358,0.512,0.348,2.04117542796537e-39,"0","RPS6KA5"
"KDM6A",2.2480442003199e-43,0.574301592250681,0.645,0.547,5.45622807859642e-39,"0","KDM6A"
"DUSP1",5.17785396345688e-43,0.288750318218187,0.94,0.763,1.25671693547062e-38,"0","DUSP1"
"CRY1",7.21509911761235e-43,0.505615731470025,0.739,0.645,1.75117670683569e-38,"0","CRY1"
"ANKRD12",2.34209344176082e-42,0.422840816924709,0.831,0.736,5.68449499249768e-38,"0","ANKRD12"
"EPS8",2.35262224793768e-42,0.418046861747311,0.956,0.86,5.71004945796956e-38,"0","EPS8"
"TM4SF1",3.03575867665583e-42,0.411664314077906,0.675,0.544,7.36808988411137e-38,"0","TM4SF1"
"ARID4B",7.25640215673412e-42,0.461404267994928,0.786,0.696,1.76120136746094e-37,"0","ARID4B"
"CLSTN2",1.36316880796817e-41,0.725619426724311,0.483,0.331,3.30854701381954e-37,"0","CLSTN2"
"CCN1",3.00405739774815e-41,0.267401293791431,0.88,0.669,7.29114771007454e-37,"0","CCN1"
"AAK1",5.44817706016642e-41,0.541876787864454,0.558,0.439,1.32232705427299e-36,"0","AAK1"
"ANKRD28",6.52272971581504e-41,0.415083163635993,0.844,0.719,1.58313172932547e-36,"0","ANKRD28"
"MAPK8",3.22811567918192e-40,0.596399166435918,0.703,0.591,7.83495956494244e-36,"0","MAPK8"
"BMPR2",3.7070408017842e-40,0.516181115507508,0.679,0.576,8.99735873001042e-36,"0","BMPR2"
"AC027288.3",5.74870563997883e-40,0.719291076660812,0.443,0.291,1.39526834587926e-35,"0","AC027288.3"
"STK3",6.96568651958403e-40,0.459074741836165,0.81,0.725,1.69064177516824e-35,"0","STK3"
"YAP1",1.7462382550678e-39,0.561275249816575,0.634,0.534,4.23829486887506e-35,"0","YAP1"
"RERE",3.87066687250709e-39,0.386068674887701,0.893,0.774,9.39449556626195e-35,"0","RERE"
"ARID1B",7.77091693525355e-39,0.440956953993619,0.74,0.645,1.88607924935539e-34,"0","ARID1B"
"FBXW7",8.45568176923198e-39,0.609458762053454,0.589,0.483,2.05227852221029e-34,"0","FBXW7"
"CORO1C",3.12992633509831e-38,0.402295717884313,0.736,0.634,7.5966442079171e-34,"0","CORO1C"
"SGMS2",7.42905468988492e-38,0.496478289543404,0.545,0.422,1.80310586378197e-33,"0","SGMS2"
"ARIH1",9.95346930652083e-38,0.454055880106462,0.772,0.697,2.41580653538567e-33,"0","ARIH1"
"MLLT3",1.45789569517908e-37,0.508329063061456,0.488,0.339,3.53845864176914e-33,"0","MLLT3"
"DDAH1",2.18505047708876e-37,0.644283829038759,0.405,0.263,5.30333601294214e-33,"0","DDAH1"
"NRIP1",2.47142070865129e-37,0.434974026149507,0.939,0.839,5.99838520196755e-33,"0","NRIP1"
"RBM39",2.48623253847774e-37,0.369674992883501,0.901,0.827,6.03433499413932e-33,"0","RBM39"
"ACTN4",2.64087843539538e-37,0.402098902769382,0.697,0.584,6.40967605054813e-33,"0","ACTN4"
"PARD3",2.7447637713809e-37,0.435792140829403,0.783,0.687,6.66181614951858e-33,"0","PARD3"
"MAP4K3",4.9867118888397e-37,0.53925827137183,0.646,0.544,1.21032484254028e-32,"0","MAP4K3"
"ADAM9",6.72675710850152e-37,0.506682615801056,0.499,0.376,1.6326512178044e-32,"0","ADAM9"
"HIPK2",9.0516947848823e-37,0.504920095927103,0.569,0.45,2.19693684123878e-32,"0","HIPK2"
"ENAH",1.3158406369003e-36,0.497527293768504,0.669,0.561,3.19367680982073e-32,"0","ENAH"
"CLIC4",1.89511799087653e-36,0.403296267830163,0.88,0.795,4.59964087565642e-32,"0","CLIC4"
"TNC",5.37288787465583e-36,0.564520176585291,0.566,0.415,1.30405361605772e-31,"0","TNC"
"PPP1R12B",6.58527791911807e-36,0.299989577838661,0.684,0.51,1.59831280374915e-31,"0","PPP1R12B"
"PDGFC",8.93163349799292e-36,0.552428985440158,0.532,0.411,2.16779676629786e-31,"0","PDGFC"
"DOCK4",1.73647709907262e-35,0.561326711858252,0.57,0.466,4.21460356715915e-31,"0","DOCK4"
"AOPEP",8.87903256448797e-35,0.404616617775765,0.888,0.798,2.15502999372688e-30,"0","AOPEP"
"REV3L",1.23309922904131e-34,0.46213541095114,0.693,0.578,2.99285513880618e-30,"0","REV3L"
"RRAS2",1.76300605500583e-34,0.609647951677499,0.588,0.503,4.27899199610466e-30,"0","RRAS2"
"SLC2A3",1.83339510901366e-34,0.491204705702126,0.607,0.489,4.44983326908706e-30,"0","SLC2A3"
"TCF7L2",2.1249662768266e-34,0.539778785206561,0.586,0.494,5.15750565048585e-30,"0","TCF7L2"
"ADAMTSL1",3.59776496173746e-34,0.470729955343824,0.319,0.178,8.732135338633e-30,"0","ADAMTSL1"
"ARHGAP32",3.9348821340402e-34,0.565529701809947,0.52,0.408,9.55035242752897e-30,"0","ARHGAP32"
"LTBP1",4.2494675961462e-34,0.461962179155921,0.838,0.72,1.03138828026064e-29,"0","LTBP1"
"CACHD1",4.70111937190254e-34,0.566672423822256,0.448,0.319,1.14100868275447e-29,"0","CACHD1"
"ARHGAP42",1.29249931201325e-33,0.548534707721925,0.491,0.369,3.13702508018736e-29,"0","ARHGAP42"
"CPEB4",2.34603491876613e-33,0.403346557575401,0.671,0.564,5.69406135133726e-29,"0","CPEB4"
"GRB10",2.38669561821291e-33,0.464401836154936,0.415,0.282,5.79274893496456e-29,"0","GRB10"
"SIPA1L1",2.70997784188056e-33,0.422847488445283,0.445,0.305,6.5773872200283e-29,"0","SIPA1L1"
"RBMS1",2.7369744654103e-33,0.379103499264459,0.919,0.848,6.64291072499733e-29,"0","RBMS1"
"MED13",3.83867157316898e-33,0.4948456446523,0.615,0.546,9.31683977523843e-29,"0","MED13"
"UTRN",3.86077358109109e-33,0.555296142832226,0.588,0.491,9.3704835586662e-29,"0","UTRN"
"CUL3",5.47321097415461e-32,0.462268534322952,0.689,0.626,1.32840303553707e-27,"0","CUL3"
"HERC4",5.55097434718257e-32,0.491565544781005,0.669,0.594,1.34727698380468e-27,"0","HERC4"
"RTN4",1.24931062073514e-31,0.381320170551033,0.987,0.96,3.03220180758626e-27,"0","RTN4"
"ATP2B4",2.29873321681022e-31,0.254635230189011,0.743,0.62,5.57925539052008e-27,"0","ATP2B4"
"RIPOR2",7.94024466903479e-31,0.385958080965996,0.328,0.197,1.92717678362143e-26,"0","RIPOR2"
"AC016831.7",2.71571684109597e-30,0.343700846266762,0.765,0.659,6.59131634502402e-26,"0","AC016831.7"
"CDC42BPA",4.6298779940529e-30,0.504555945236277,0.483,0.376,1.12371768793658e-25,"0","CDC42BPA"
"MYH9",8.64350602255774e-30,0.391482260212094,0.634,0.559,2.09786534673499e-25,"0","MYH9"
"GNAI1",8.89716698342909e-30,0.481258591968725,0.594,0.501,2.15943139854807e-25,"0","GNAI1"
"RC3H1",1.11842240946381e-29,0.466752316588136,0.576,0.494,2.71452303000962e-25,"0","RC3H1"
"GBE1",1.94853799170507e-29,0.470922783686867,0.625,0.52,4.72929655966738e-25,"0","GBE1"
"MAGI3",3.6956256600425e-29,0.470862476694441,0.522,0.397,8.96965303948915e-25,"0","MAGI3"
"MICAL3",7.97607895639635e-29,0.349627250688419,0.351,0.225,1.93587412350696e-24,"0","MICAL3"
"ELF1",1.75612179937605e-28,0.523706050639979,0.606,0.536,4.26228321926562e-24,"0","ELF1"
"PPP1R12A",1.9397393452796e-28,0.423197934145325,0.664,0.6,4.70794136492811e-24,"0","PPP1R12A"
"ATXN2",1.95540871949216e-28,0.452242243054781,0.571,0.489,4.74597250307943e-24,"0","ATXN2"
"FMNL2",2.12033387802328e-28,0.393416839525233,0.664,0.572,5.1462623553503e-24,"0","FMNL2"
"EVI5",6.29064016050631e-28,0.472995746344621,0.53,0.444,1.52680127335649e-23,"0","EVI5"
"UBE2H",6.80140682956119e-28,0.391169090905102,0.743,0.685,1.6507694516028e-23,"0","UBE2H"
"PTPRJ",1.3312146405189e-27,0.332930847149543,0.282,0.163,3.23099105400341e-23,"0","PTPRJ"
"PICALM",3.04736757294232e-27,0.473871667905198,0.6,0.538,7.39626583628831e-23,"0","PICALM"
"AL139317.5",6.64942499030332e-27,0.493639482239571,0.417,0.3,1.61388193939652e-22,"0","AL139317.5"
"RNF169",7.34294855257607e-27,0.406805827733457,0.571,0.483,1.78220704319574e-22,"0","RNF169"
"SSBP2",7.44844928370475e-27,0.551958119235257,0.529,0.426,1.80781312564798e-22,"0","SSBP2"
"CHST11",1.30829729541413e-26,0.445141734799418,0.502,0.39,3.17536836569964e-22,"0","CHST11"
"CCNL1",2.19746229876155e-26,0.29189096856815,0.806,0.728,5.33346074532415e-22,"0","CCNL1"
"PPP2R3A",4.50651357444518e-26,0.403211851324081,0.658,0.57,1.09377590965359e-21,"0","PPP2R3A"
"ASXL1",5.2454859137529e-26,0.356872978171234,0.687,0.643,1.27313188612697e-21,"0","ASXL1"
"FNIP2",1.48873414817998e-25,0.318819810264499,0.797,0.676,3.61330665104763e-21,"0","FNIP2"
"ITGB1",1.79068389349478e-25,0.300791120193477,0.978,0.934,4.34616887790117e-21,"0","ITGB1"
"NUP153",1.83918336681387e-25,0.418191019856164,0.637,0.581,4.46388194959394e-21,"0","NUP153"
"AKT3",2.31800213892038e-25,0.380442413784249,0.753,0.689,5.62602299137365e-21,"0","AKT3"
"PLCB1",2.37783634295434e-25,0.415356937362054,0.356,0.241,5.77124658798448e-21,"0","PLCB1"
"PIP4K2A",2.7261606251727e-25,0.543774961951488,0.425,0.326,6.61666445335666e-21,"0","PIP4K2A"
"NIPBL",3.28308077053208e-25,0.3877963163956,0.687,0.647,7.96836533815841e-21,"0","NIPBL"
"ARHGEF12",5.01115315358553e-25,0.415707111970661,0.507,0.422,1.21625698190674e-20,"0","ARHGEF12"
"EPB41L2",5.4360999412816e-25,0.573361168604677,0.62,0.574,1.31939581674846e-20,"0","EPB41L2"
"IQGAP1",7.08900214746719e-25,0.34517897942691,0.726,0.655,1.72057171121176e-20,"0","IQGAP1"
"RICTOR",7.64222278421055e-25,0.422954156009758,0.444,0.347,1.85484389195574e-20,"0","RICTOR"
"PRDM2",1.65148062128567e-24,0.395980693407846,0.625,0.577,4.00830861592245e-20,"0","PRDM2"
"PLOD2",3.02076929457569e-24,0.390363748710432,0.673,0.587,7.33170915486465e-20,"0","PLOD2"
"IFRD1",3.97584906689635e-24,0.346601556623655,0.708,0.608,9.64978327026414e-20,"0","IFRD1"
"PAM",4.19586496520395e-24,0.394521965060511,0.672,0.585,1.01837838570465e-19,"0","PAM"
"PKD2",4.27932176402065e-24,0.478201119552766,0.517,0.437,1.03863418534545e-19,"0","PKD2"
"PPM1B",4.7453112423474e-24,0.460596898146107,0.455,0.365,1.15173449163014e-19,"0","PPM1B"
"LAMA3",4.92578841514894e-24,0.338700836574094,0.346,0.225,1.1955381062408e-19,"0","LAMA3"
"NEDD4L",5.38998538908753e-24,0.396966906269824,0.395,0.282,1.30820335378543e-19,"0","NEDD4L"
"ADAMTS9",6.57845723116242e-24,0.39520272941975,0.487,0.397,1.59665735457543e-19,"0","ADAMTS9"
"FBXO11",7.57302494146106e-24,0.409174249052562,0.695,0.644,1.83804888354201e-19,"0","FBXO11"
"PTPN14",1.84714141142712e-23,0.378618903808069,0.421,0.316,4.48319691967477e-19,"0","PTPN14"
"ARHGAP5",3.34106635928879e-23,0.391936494148682,0.563,0.494,8.10910216062982e-19,"0","ARHGAP5"
"ASAP1",4.05506431516062e-23,0.332368782646266,0.804,0.739,9.84204659932633e-19,"0","ASAP1"
"CELF2",1.45445065450019e-22,0.451320942622507,0.633,0.559,3.53009718353741e-18,"0","CELF2"
"ROCK2",1.71977514204878e-22,0.411706322868881,0.629,0.576,4.17406624726659e-18,"0","ROCK2"
"SH3RF1",1.8124257483812e-22,0.40329563023929,0.597,0.519,4.39893853389602e-18,"0","SH3RF1"
"CDC14A",2.29576097519028e-22,0.417712676480757,0.391,0.282,5.57204146288433e-18,"0","CDC14A"
"XPR1",3.91519617514424e-22,0.44073772426874,0.459,0.367,9.50257263669258e-18,"0","XPR1"
"ZDHHC14",6.89541142614988e-22,0.262947541589427,0.661,0.563,1.67358530724084e-17,"0","ZDHHC14"
"BACH1",7.41681852152166e-22,0.332184051094371,0.839,0.766,1.80013602335852e-17,"0","BACH1"
"CTNND1",9.4998425738601e-22,0.356767052223223,0.444,0.352,2.30570679110158e-17,"0","CTNND1"
"WNK1",1.00225226778469e-21,0.335294882729585,0.658,0.615,2.43256647914023e-17,"0","WNK1"
"MYO1E",1.32405499919672e-21,0.292822706047122,0.824,0.751,3.21361388855037e-17,"0","MYO1E"
"FAM160A1",1.59728020008869e-21,0.375759211867079,0.292,0.184,3.87675877363525e-17,"0","FAM160A1"
"TJP2",2.31528409990146e-21,0.344799135792569,0.358,0.252,5.61942603887082e-17,"0","TJP2"
