"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SPARCL11",5.81173868195489e-109,0.732690888692091,0.999,0.963,1.41056709549727e-104,"2","SPARCL1"
"SVEP1",1.01801651838069e-108,0.479617133247985,0.385,0.113,2.47082789176178e-104,"2","SVEP1"
"ANXA2",1.85461601275993e-108,0.649497717358186,0.955,0.75,4.50133852456963e-104,"2","ANXA2"
"FN1",2.02332202600206e-108,0.799796419779416,0.69,0.369,4.9108048893096e-104,"2","FN1"
"PID1",5.06346254259614e-108,0.833265537774407,0.624,0.283,1.22895299371351e-103,"2","PID1"
"PDGFRL",1.01594240602695e-107,0.44501031661895,0.309,0.075,2.46579381366801e-103,"2","PDGFRL"
"PAPSS2",6.72154732867667e-107,0.637823433119673,0.46,0.158,1.63138675214312e-102,"2","PAPSS2"
"BICC1",8.81912924029131e-107,0.769938431290751,0.678,0.335,2.1404908579111e-102,"2","BICC1"
"COL6A3",4.67718593607093e-106,0.843454857514157,0.828,0.571,1.13519979854378e-101,"2","COL6A3"
"HSP90B1",4.94474757560113e-106,0.709672538934177,0.923,0.745,1.20013968407415e-101,"2","HSP90B1"
"TNFAIP6",1.12463101756991e-105,0.778467573432075,0.476,0.167,2.72959194274394e-101,"2","TNFAIP6"
"CD302",1.32386951540661e-105,0.588217080030087,0.563,0.24,3.21316370084337e-101,"2","CD302"
"RUNX1",1.82175443819986e-103,0.694047288150612,0.644,0.319,4.42158019695489e-99,"2","RUNX1"
"ITM2A",5.82359574828686e-103,0.446009596129845,0.298,0.072,1.4134449240667e-98,"2","ITM2A"
"ZEB2",1.13053732321163e-101,0.752935281800988,0.686,0.347,2.74392713716695e-97,"2","ZEB2"
"ZNF106",3.3827321695504e-101,0.852476041539522,0.791,0.509,8.21022924871578e-97,"2","ZNF106"
"LRP1",3.26471791426794e-100,0.635868171465529,0.586,0.271,7.92379684971972e-96,"2","LRP1"
"COL4A1",1.05946115919204e-98,0.631903139123813,0.98,0.845,2.57141817947501e-94,"2","COL4A1"
"EMP1",5.98948733632375e-98,0.70495639849831,0.908,0.716,1.45370847139914e-93,"2","EMP1"
"LGALS3BP",1.86872664873473e-96,0.581052304095698,0.562,0.248,4.53558644914406e-92,"2","LGALS3BP"
"CTSL",2.55041842227306e-96,0.907476279810824,0.887,0.711,6.19012055269894e-92,"2","CTSL"
"COL6A1",5.51072531719059e-96,0.740043838326973,0.863,0.655,1.33750814173533e-91,"2","COL6A1"
"NME2",1.0614325335258e-95,0.619396596254691,0.976,0.886,2.57620290212047e-91,"2","NME2"
"OAF",3.61306388692702e-95,0.532251138554735,0.524,0.212,8.76926735996056e-91,"2","OAF"
"RCN3",2.47935239459284e-94,0.419790444781613,0.35,0.105,6.01763619691628e-90,"2","RCN3"
"ABCA8",3.91257135974879e-94,0.362010010794335,0.276,0.066,9.4962019472463e-90,"2","ABCA8"
"PODN",1.20776116647032e-93,0.438077602457065,0.338,0.1,2.93135712714012e-89,"2","PODN"
"FAM180A",1.2421530712134e-93,0.628074004087691,0.479,0.182,3.01482971914204e-89,"2","FAM180A"
"TIMP3",1.62006728549808e-93,1.08327172502119,0.94,0.841,3.93206530863238e-89,"2","TIMP3"
"PSAP",2.47818762518953e-93,0.688524521648356,0.841,0.624,6.0148091850975e-89,"2","PSAP"
"S100A11",2.88512165907154e-93,0.664857629029461,0.926,0.73,7.00247877873254e-89,"2","S100A11"
"NAV3",1.61222851957124e-92,0.631191628942062,0.488,0.191,3.91303983985135e-88,"2","NAV3"
"RSL1D1",2.16973063279279e-92,0.64843811545859,0.802,0.564,5.26615321885139e-88,"2","RSL1D1"
"ANXA5",7.03833961433145e-92,0.534909403503851,0.998,0.947,1.70827540779439e-87,"2","ANXA5"
"PPIB",1.64189852398686e-91,0.628879925405161,0.885,0.682,3.98505190756851e-87,"2","PPIB"
"CD55",4.09086412088235e-90,0.667573424637433,0.891,0.649,9.92893630779355e-86,"2","CD55"
"MSC-AS1",1.98032154249434e-89,0.567572141081471,0.398,0.135,4.806438415788e-85,"2","MSC-AS1"
"ADIRF",3.44869608867982e-89,0.650460061173139,0.635,0.329,8.37033027683479e-85,"2","ADIRF"
"PRRX1",1.0736921596933e-88,0.706761438093579,0.887,0.671,2.6059582407916e-84,"2","PRRX1"
"MMP2",1.67658292858898e-88,0.613484319965211,0.624,0.318,4.0692344259783e-84,"2","MMP2"
"REEP5",3.4977679667246e-87,0.618073515530121,0.769,0.478,8.48943263203727e-83,"2","REEP5"
"SPOCK1",4.34991798213162e-86,0.698597595410727,0.798,0.511,1.05576859344317e-81,"2","SPOCK1"
"CRIP1",1.19220050671418e-85,0.740349259637568,0.52,0.238,2.893589849846e-81,"2","CRIP1"
"FCGRT",2.73078830421255e-85,0.56984155054991,0.639,0.339,6.62789629315428e-81,"2","FCGRT"
"CCT6A",4.30522288098815e-85,0.632751721722095,0.745,0.485,1.04492064544463e-80,"2","CCT6A"
"PPIC",4.763548655159e-83,0.496883785834682,0.437,0.174,1.15616089409364e-78,"2","PPIC"
"F2R",2.60047629955118e-82,0.413752272137085,0.347,0.113,6.31161602664067e-78,"2","F2R"
"DDX21",4.33465742674705e-82,0.667772285446121,0.928,0.801,1.05206470404578e-77,"2","DDX21"
"NNMT",7.38151481356101e-81,0.831827942250335,0.702,0.439,1.79156746039939e-76,"2","NNMT"
"C1S",2.13610008818323e-80,0.58280054152474,0.579,0.288,5.18452852402953e-76,"2","C1S"
"PPIA",9.20858546275386e-80,0.508265393151007,0.988,0.926,2.23501577766499e-75,"2","PPIA"
"CCDC47",1.24516733192449e-79,0.573433989914889,0.758,0.481,3.02214563131394e-75,"2","CCDC47"
"CNBP",6.32873716626489e-79,0.55058529556984,0.906,0.751,1.53604779762415e-74,"2","CNBP"
"STIP1",9.39660238843586e-79,0.582000188536416,0.774,0.529,2.28064936569727e-74,"2","STIP1"
"PRDX1",1.55470246291807e-78,0.59048671725285,0.968,0.889,3.77341834774846e-74,"2","PRDX1"
"CCT2",3.82452972430166e-77,0.583108663655018,0.828,0.615,9.28251609385256e-73,"2","CCT2"
"DOK6",4.66918023228778e-77,0.51928395992539,0.334,0.112,1.13325673417857e-72,"2","DOK6"
"GAS7",8.56970257223425e-76,0.621726835019106,0.591,0.305,2.07995251130697e-71,"2","GAS7"
"CD63",2.41680887156649e-75,0.501725953866953,0.998,0.96,5.86583681217903e-71,"2","CD63"
"CTSK",1.4135428356407e-74,0.488528064597461,0.609,0.314,3.43080981638353e-70,"2","CTSK"
"NACA",4.39467404894318e-74,0.430491562276912,1,0.985,1.066631338419e-69,"2","NACA"
"S100A4",1.91100309826461e-73,0.653626481286131,0.526,0.252,4.63819561979804e-69,"2","S100A4"
"CACYBP",1.52065957051206e-71,0.611038108531533,0.815,0.591,3.69079284358982e-67,"2","CACYBP"
"ABL2",1.87309218136365e-71,0.601451323391103,0.805,0.547,4.54618203338772e-67,"2","ABL2"
"CLIC2",1.14513699661543e-70,0.488867504579102,0.434,0.183,2.7793620044853e-66,"2","CLIC2"
"CPQ",1.49988176709729e-70,0.525180665302933,0.535,0.273,3.64036303692183e-66,"2","CPQ"
"NR3C1",4.01480919517343e-70,0.632079988825303,0.683,0.431,9.74434339760544e-66,"2","NR3C1"
"SERPING1",6.18709095995784e-69,0.524885842248202,0.658,0.39,1.50166884689137e-64,"2","SERPING1"
"HSPA5",7.00609275014404e-69,0.651168495505149,0.939,0.862,1.70044877138746e-64,"2","HSPA5"
"SEPTIN11",2.87100418013041e-68,0.560528904808801,0.662,0.405,6.96821424559451e-64,"2","SEPTIN11"
"PTGES3",5.57541760159273e-68,0.534136766765555,0.938,0.853,1.35320960608257e-63,"2","PTGES3"
"PGM3",9.22452987060435e-68,0.476510957758807,0.524,0.261,2.23888564489438e-63,"2","PGM3"
"APP1",4.72631666681205e-67,0.553297932886422,0.865,0.69,1.14712431820195e-62,"2","APP"
"TUBA1C",4.66334765058008e-66,0.582484472829808,0.788,0.575,1.13184110827229e-61,"2","TUBA1C"
"NUDC",9.65597340511908e-66,0.529707481194231,0.742,0.515,2.34360130515645e-61,"2","NUDC"
"YBX1",1.10956882429324e-65,0.457805525196256,0.996,0.971,2.69303449344213e-61,"2","YBX1"
"PTN",5.38519983857403e-65,0.615418776261916,0.558,0.309,1.3070418528203e-60,"2","PTN"
"CHCHD2",6.09870041950945e-65,0.504624705450983,0.947,0.854,1.48021557881914e-60,"2","CHCHD2"
"LSAMP",1.35974701917683e-64,0.726070955851195,0.532,0.279,3.30024199024409e-60,"2","LSAMP"
"APBB2",1.47822804107175e-64,0.598832156100455,0.586,0.328,3.58780727848525e-60,"2","APBB2"
"MARCKS",3.17638205200927e-64,0.506667999590489,0.567,0.303,7.70939687843171e-60,"2","MARCKS"
"PDIA3",3.57796989240356e-64,0.545993977624035,0.809,0.616,8.68409072585267e-60,"2","PDIA3"
"SNX3",3.67983216319453e-64,0.520303425063156,0.809,0.604,8.93132064328944e-60,"2","SNX3"
"RCN1",4.76695428274774e-64,0.462690329569502,0.574,0.316,1.15698747396571e-59,"2","RCN1"
"IGFBP6",5.07481615571711e-63,0.58867903895686,0.403,0.171,1.2317086291541e-58,"2","IGFBP6"
"RPL39",1.14023242246145e-62,0.378027117064127,1,0.99,2.76745811255618e-58,"2","RPL39"
"IL6ST",2.87425689681433e-62,0.498625322799006,0.886,0.729,6.97610891425807e-58,"2","IL6ST"
"COL5A2",4.53711995402376e-62,0.533855711919408,0.531,0.279,1.10120438404111e-57,"2","COL5A2"
"TAGLN2",6.23587650666265e-62,0.509026809490104,0.771,0.528,1.51350958693209e-57,"2","TAGLN2"
"HLA-E",7.9802528497558e-62,0.541206608162798,0.863,0.691,1.93688716916423e-57,"2","HLA-E"
"C12orf57",1.06727592990936e-61,0.493373799730587,0.816,0.591,2.590385409483e-57,"2","C12orf57"
"NAA50",4.78090233555655e-61,0.53580846729114,0.732,0.527,1.16037280586293e-56,"2","NAA50"
"SERBP1",1.20651941741523e-60,0.508107929803177,0.911,0.816,2.9283432780085e-56,"2","SERBP1"
"RAN",1.73399826950483e-60,0.523004613214699,0.932,0.837,4.20858719991517e-56,"2","RAN"
"PA2G4",1.75777436173454e-60,0.529777286057237,0.631,0.396,4.2662941533659e-56,"2","PA2G4"
"MPZL1",2.66982242873307e-60,0.511423919995156,0.514,0.272,6.47992601677804e-56,"2","MPZL1"
"EGFR",3.17876433371615e-60,0.454947809353812,0.852,0.612,7.71517891436246e-56,"2","EGFR"
"MSX1",9.78372115727326e-60,0.456950623386334,0.5,0.247,2.37460696208179e-55,"2","MSX1"
"SSR4",1.56535520011371e-59,0.506904850344892,0.741,0.52,3.79927360619598e-55,"2","SSR4"
"PFDN2",1.66468507346642e-59,0.544234561125829,0.751,0.541,4.04035714181035e-55,"2","PFDN2"
"FRMD6",3.09715790594621e-59,0.594424106322915,0.915,0.813,7.51711195352204e-55,"2","FRMD6"
"TXN",4.2393732353048e-59,0.580562978364937,0.978,0.92,1.02893827794083e-54,"2","TXN"
"SDK1",8.96362522823125e-59,0.739447120015913,0.772,0.545,2.17556147914401e-54,"2","SDK1"
"MGP1",9.22334983424151e-59,0.907424336664472,0.94,0.881,2.23859923826876e-54,"2","MGP"
"IL32",1.10934243532788e-58,0.447861219286165,0.37,0.156,2.6924850247843e-54,"2","IL32"
"HNRNPA2B1",1.07711977498256e-57,0.425373737576634,0.987,0.956,2.61427740586018e-53,"2","HNRNPA2B1"
"MEIS2",1.27466308349289e-57,0.531697610119408,0.859,0.677,3.09373476994558e-53,"2","MEIS2"
"EIF4A1",1.88864278132149e-57,0.446811341614216,0.993,0.969,4.5839248945454e-53,"2","EIF4A1"
"GLT8D2",2.10778272606028e-57,0.295225358414091,0.287,0.103,5.11579945442091e-53,"2","GLT8D2"
"MYDGF",9.25141124053356e-57,0.468423357616964,0.614,0.37,2.2454100221899e-52,"2","MYDGF"
"HSPA4",4.20496967998293e-56,0.520984399721385,0.701,0.481,1.02058819102866e-51,"2","HSPA4"
"RBMS3",2.17558867672455e-55,0.505876731017182,0.583,0.338,5.28037127727816e-51,"2","RBMS3"
"SDC2",5.70946292186226e-55,0.487583927906096,0.793,0.588,1.38574374576519e-50,"2","SDC2"
"SQSTM1",1.69226310707494e-54,0.457247690959767,0.985,0.957,4.10729178718159e-50,"2","SQSTM1"
"ZFPM2",1.79240742714683e-54,0.510547217112169,0.732,0.483,4.35035206642807e-50,"2","ZFPM2"
"GSTO1",2.04554963105684e-54,0.520278251826209,0.718,0.487,4.96475350953805e-50,"2","GSTO1"
"FSTL1",2.05759904002129e-54,0.516510467710578,0.769,0.563,4.99399863003568e-50,"2","FSTL1"
"DIO2",2.50527938315424e-54,0.412043615992941,0.335,0.133,6.08056359085364e-50,"2","DIO2"
"TENM4",3.96722949102475e-54,0.362011430748106,0.339,0.138,9.62886269766617e-50,"2","TENM4"
"RPL18A",4.0419791684729e-54,0.348685132821267,1,0.991,9.81028763980057e-50,"2","RPL18A"
"RPL13",7.91512710378374e-54,0.337183998386653,1,0.998,1.92108049935935e-49,"2","RPL13"
"NID1",9.5035479064967e-54,0.470390030810755,0.568,0.325,2.30660611238581e-49,"2","NID1"
"NIFK",1.43395145708153e-53,0.473939617740538,0.614,0.377,3.48034358148258e-49,"2","NIFK"
"SOD2",4.31606136556146e-53,0.520076221587507,0.989,0.961,1.04755125403542e-48,"2","SOD2"
"NUCB2",1.60174300945129e-52,0.415853376190075,0.389,0.183,3.88759045823922e-48,"2","NUCB2"
"PLTP",2.88495807831736e-52,0.407558965038636,0.461,0.235,7.00208175188406e-48,"2","PLTP"
"HTRA1",3.79170132556157e-52,0.433067784104212,0.422,0.208,9.20283828727049e-48,"2","HTRA1"
"EDNRB",9.56452146598324e-52,0.420335981415542,0.299,0.118,2.32140500500879e-47,"2","EDNRB"
"IL33",1.20980992299855e-51,0.723625948218486,0.329,0.14,2.93632966410978e-47,"2","IL33"
"ECM2",2.60292256670326e-51,0.341476486250276,0.373,0.167,6.31755336164548e-47,"2","ECM2"
"SCPEP1",3.6850344334977e-51,0.322606937623893,0.356,0.156,8.94394707354226e-47,"2","SCPEP1"
"CPNE8",3.92804159923592e-51,0.41530053509378,0.524,0.285,9.53374976550549e-47,"2","CPNE8"
"MIR4435-2HG",1.65502966160154e-50,0.521088346411763,0.856,0.678,4.0169224916731e-46,"2","MIR4435-2HG"
"SRGAP1",2.53951265480853e-50,0.489155192965542,0.838,0.658,6.16365116448578e-46,"2","SRGAP1"
"SFRP1",2.85206484385942e-50,0.69493960634199,0.533,0.324,6.92224658253121e-46,"2","SFRP1"
"SPTBN1",4.68779158229464e-50,0.480188011051256,0.66,0.445,1.13777389493873e-45,"2","SPTBN1"
"RPL10",8.83123138638408e-50,0.351595853320488,1,0.999,2.14342816978928e-45,"2","RPL10"
"SLC4A7",1.40189895115405e-49,0.483378151355968,0.842,0.679,3.40254894434598e-45,"2","SLC4A7"
"SELENOS",2.69280761623114e-49,0.423260427921055,0.579,0.348,6.5357133653546e-45,"2","SELENOS"
"CXCL2",3.33201225638519e-49,1.17548589212353,0.34,0.155,8.08712694747251e-45,"2","CXCL2"
"MRC2",4.36938988351975e-49,0.335776852697391,0.385,0.181,1.06049461862908e-44,"2","MRC2"
"AEBP1",7.03885503052242e-49,0.504797350382999,0.601,0.387,1.7084005044581e-44,"2","AEBP1"
"CACNB4",7.55077995295677e-49,0.376684796277597,0.29,0.114,1.83264980238214e-44,"2","CACNB4"
"CYBRD1",1.10810837664122e-48,0.36078993030023,0.43,0.217,2.6894898409459e-44,"2","CYBRD1"
"ABCA1",1.34097759255522e-48,0.449547327334316,0.588,0.354,3.25468671489079e-44,"2","ABCA1"
"GSPT1",1.93194730540835e-48,0.458927168438821,0.764,0.588,4.68902930495661e-44,"2","GSPT1"
"CBLB",3.30575081552415e-48,0.563378827220874,0.678,0.466,8.02338780435865e-44,"2","CBLB"
"S100A6",3.30654617446488e-48,0.346027946347324,0.989,0.936,8.0253182200437e-44,"2","S100A6"
"UGDH",7.45169367525909e-48,0.465295507460017,0.593,0.376,1.80860057192213e-43,"2","UGDH"
"SELENOP",9.93799359866023e-48,0.412526836604062,0.503,0.275,2.41205042633083e-43,"2","SELENOP"
"THY1",1.59016204222241e-47,0.421775104173989,0.414,0.21,3.85948229267802e-43,"2","THY1"
"NPC2",2.38222824032549e-47,0.439037366835162,0.617,0.392,5.78190616209399e-43,"2","NPC2"
"SEC61B",2.54163078951579e-47,0.417618019103557,0.86,0.713,6.16879208923376e-43,"2","SEC61B"
"FTL",2.60447134544252e-47,0.31337861502987,1,0.998,6.32131240252353e-43,"2","FTL"
"SPON2",2.84152532384509e-47,0.496751764410496,0.502,0.29,6.89666611350442e-43,"2","SPON2"
"CXCL8",5.37098222133347e-47,1.11217066996282,0.551,0.341,1.30359109493985e-42,"2","CXCL8"
"SRM",5.57811802968103e-47,0.432046088478894,0.508,0.287,1.35386502698388e-42,"2","SRM"
"C1QBP",6.33361864195544e-47,0.460338798895184,0.597,0.386,1.53723258058901e-42,"2","C1QBP"
"PDIA6",8.00763280990855e-47,0.46660566004508,0.627,0.423,1.9435325592929e-42,"2","PDIA6"
"CCT5",9.27571794194734e-47,0.452984505873719,0.757,0.578,2.25130950169004e-42,"2","CCT5"
"FAM110B",1.12123171416386e-46,0.47169484831146,0.495,0.275,2.7213414934471e-42,"2","FAM110B"
"DGKB",1.41416469322484e-46,0.560961953311295,0.327,0.143,3.43231912692601e-42,"2","DGKB"
"HNRNPAB",1.61529388721366e-46,0.43450042292721,0.882,0.749,3.92047979365628e-42,"2","HNRNPAB"
"EDIL3",2.00732965185171e-46,0.50139875687324,0.572,0.348,4.87198979800927e-42,"2","EDIL3"
"AL109930.1",2.49301743187958e-46,0.286714706993951,0.265,0.1,6.05080260891493e-42,"2","AL109930.1"
"PTRH2",1.30492501130301e-45,0.410548527848195,0.531,0.31,3.16718349493355e-41,"2","PTRH2"
"ENO1",1.62661394427399e-45,0.461429113168076,0.741,0.562,3.9479547041474e-41,"2","ENO1"
"EBF1",7.85267280877247e-45,0.491842558779911,0.653,0.432,1.90592221741717e-40,"2","EBF1"
"RNF149",3.55656671419896e-44,0.414701665007906,0.687,0.467,8.6321430720323e-40,"2","RNF149"
"TSC22D1",3.56870115632485e-44,0.516423062828012,0.884,0.753,8.66159457651603e-40,"2","TSC22D1"
"P4HA1",3.8061175863869e-44,0.439545869758985,0.619,0.408,9.23782799391963e-40,"2","P4HA1"
"EEF1B2",5.78948811598234e-44,0.379517216555811,0.979,0.923,1.40516666063007e-39,"2","EEF1B2"
"ELN",8.0049388112955e-44,0.287614281061978,0.271,0.108,1.94287869888953e-39,"2","ELN"
"DNAJA1",1.27721927626841e-43,0.473258540290648,0.986,0.954,3.09993890543106e-39,"2","DNAJA1"
"INSIG1",3.22896773921209e-43,0.49049627334761,0.508,0.298,7.83702759984165e-39,"2","INSIG1"
"RPL6",3.67494061548181e-43,0.325073020165372,0.999,0.987,8.91944836783591e-39,"2","RPL6"
"CTSF",4.1577927290765e-43,0.34850814840842,0.394,0.202,1.00913787327416e-38,"2","CTSF"
"ERG",4.25831805809962e-43,0.363451310266487,0.338,0.157,1.03353637588136e-38,"2","ERG"
"MEDAG",4.3551725127678e-43,0.611503510864146,0.507,0.308,1.05704392057387e-38,"2","MEDAG"
"METRNL",5.09598450120753e-43,0.456715817271229,0.745,0.542,1.23684639828808e-38,"2","METRNL"
"TOMM5",5.35308702668687e-43,0.484642992095534,0.683,0.494,1.29924775224717e-38,"2","TOMM5"
"TNXB",8.65834774916936e-43,0.351677200086431,0.314,0.14,2.10146758220089e-38,"2","TNXB"
"EMP2",1.53134504074917e-42,0.351720320498926,0.457,0.253,3.71672754840231e-38,"2","EMP2"
"DCAF13",2.09243095043389e-42,0.365094091050371,0.516,0.307,5.0785391597981e-38,"2","DCAF13"
"GLIS3",2.48314477905851e-42,0.414009528091537,0.885,0.707,6.0268406932529e-38,"2","GLIS3"
"SEC62",2.77342167243033e-42,0.409794734514743,0.86,0.723,6.73137174115566e-38,"2","SEC62"
"RPL11",8.57853357223761e-42,0.285893875550557,1,0.996,2.08209588331779e-37,"2","RPL11"
"SLC35F11",1.43421060932913e-41,0.341855709341369,0.802,0.539,3.48097256990273e-37,"2","SLC35F1"
"PITPNB",1.51023315070228e-41,0.418343887906018,0.765,0.598,3.6654868800695e-37,"2","PITPNB"
"MFGE8",1.83946237707451e-41,0.431428953779141,0.572,0.37,4.46455913539755e-37,"2","MFGE8"
"TMEM59",1.99764344632159e-41,0.408926025223316,0.717,0.529,4.84848040856714e-37,"2","TMEM59"
"RPS3A1",2.33765458885912e-41,0.316365874423071,1,0.994,5.67372145261997e-37,"2","RPS3A"
"SPRY1",2.77431408022334e-41,0.318483541038041,0.255,0.103,6.73353770411007e-37,"2","SPRY1"
"ARHGAP10",3.76126143660584e-41,0.448902172062277,0.571,0.354,9.12895763278603e-37,"2","ARHGAP10"
"GTPBP4",3.91623479969704e-41,0.419827993157524,0.608,0.411,9.50509348234469e-37,"2","GTPBP4"
"FXYD11",6.58763681724514e-41,0.40229758928401,0.57,0.364,1.59888533191357e-36,"2","FXYD1"
"PSMA7",2.217542522499e-40,0.421913710385334,0.844,0.702,5.38219745635733e-36,"2","PSMA7"
"ROBO1",3.47378643293782e-40,0.401851061860161,0.524,0.304,8.43122705138339e-36,"2","ROBO1"
"RPL28",4.59529323526443e-40,0.291584978907858,1,0.987,1.11532362113103e-35,"2","RPL28"
"TPBG",5.27088647010787e-40,0.343900901663349,0.363,0.183,1.27929685515988e-35,"2","TPBG"
"MAP4K4",5.91082326488309e-40,0.483993168058726,0.83,0.664,1.43461591461977e-35,"2","MAP4K4"
"TASOR2",6.3639869960176e-40,0.403984774974248,0.728,0.53,1.54460328380343e-35,"2","TASOR2"
"PUM3",6.84297297391836e-40,0.391264165764506,0.602,0.401,1.66085797049973e-35,"2","PUM3"
"CCT8",7.90698974851589e-40,0.393790003882911,0.598,0.406,1.91910548186229e-35,"2","CCT8"
"CYTOR",8.46181684509389e-40,0.454567758215068,0.939,0.829,2.05376756647274e-35,"2","CYTOR"
"CYP1B1",8.64266217044409e-40,0.487976105711425,0.46,0.267,2.09766053538849e-35,"2","CYP1B1"
"RPLP0",1.05807292156662e-39,0.317926612786413,0.998,0.969,2.56804878793434e-35,"2","RPLP0"
"PLD5",1.36018161794446e-39,0.395673520103488,0.301,0.131,3.30129680491299e-35,"2","PLD5"
"AHSA1",1.42561417536654e-39,0.3659736887101,0.751,0.556,3.46010816503213e-35,"2","AHSA1"
"CXCL12",2.00492280962877e-39,0.416015749156868,0.531,0.329,4.86614815125e-35,"2","CXCL12"
"PLXDC2",2.20113120115455e-39,0.392583386040195,0.583,0.357,5.34236553832222e-35,"2","PLXDC2"
"PRNP",3.2362563135109e-39,0.4239126578395,0.635,0.451,7.8547176985223e-35,"2","PRNP"
"FKBP4",4.88942189677395e-39,0.382371091667523,0.688,0.494,1.18671158856601e-34,"2","FKBP4"
"RPL21",5.00915572476903e-39,0.28114732606007,1,0.993,1.21577218595869e-34,"2","RPL21"
"RPL35",1.00687330221817e-38,0.30225369016717,0.999,0.974,2.44378219181371e-34,"2","RPL35"
"RASAL21",2.08037695778797e-38,0.464460813929385,0.856,0.708,5.04928291424717e-34,"2","RASAL2"
"HLA-A",3.41977917856595e-38,0.414392516434349,0.834,0.688,8.30014604429742e-34,"2","HLA-A"
"LTBP3",4.00963305875953e-38,0.319293914694176,0.396,0.212,9.73178039691525e-34,"2","LTBP3"
"SNRPD1",7.00264803571019e-38,0.396854784690224,0.636,0.442,1.69961270474722e-33,"2","SNRPD1"
"SRPRB",7.68587331662605e-38,0.261443906452071,0.318,0.15,1.86543831267831e-33,"2","SRPRB"
"HNRNPK",8.01797718852009e-38,0.35810158266113,0.885,0.761,1.94604324342571e-33,"2","HNRNPK"
"CD991",8.30636357054441e-38,0.395951270230067,0.814,0.634,2.01603750220683e-33,"2","CD99"
"PRDX4",1.42118603394683e-37,0.366127710010002,0.509,0.311,3.44936062299236e-33,"2","PRDX4"
"SGIP1",1.43286313069597e-37,0.414169125911327,0.732,0.528,3.4777021045122e-33,"2","SGIP1"
"WDR3",1.51170524810654e-37,0.264827661551183,0.302,0.14,3.66905980767938e-33,"2","WDR3"
"VKORC1",1.79039239798299e-37,0.321223941792575,0.419,0.232,4.34546138914452e-33,"2","VKORC1"
"G3BP1",2.9791519210026e-37,0.422304802278931,0.745,0.592,7.23069962746542e-33,"2","G3BP1"
"LAMB1",3.29302019553184e-37,0.385774155896481,0.495,0.304,7.99248931657533e-33,"2","LAMB1"
"RPL36AL",4.6447974916416e-37,0.318372149650529,0.976,0.904,1.12733879919633e-32,"2","RPL36AL"
"SNU13",5.58463994511578e-37,0.399373485151032,0.72,0.544,1.35544796107905e-32,"2","SNU13"
"RRBP1",5.73608949041416e-37,0.389497156295844,0.614,0.424,1.39220628021842e-32,"2","RRBP1"
"CCT3",6.13671009355556e-37,0.399785455185003,0.691,0.508,1.48944090680687e-32,"2","CCT3"
"EFEMP1",8.92430771006938e-37,0.319722287410148,0.293,0.136,2.16601872431094e-32,"2","EFEMP1"
"NFIA",1.05185623999555e-36,0.378438072387143,0.441,0.251,2.5529602800932e-32,"2","NFIA"
"XBP1",1.42176025249495e-36,0.392581169066101,0.676,0.491,3.45075430883049e-32,"2","XBP1"
"OGFRL1",1.59070106240834e-36,0.323095961929336,0.352,0.181,3.86079054857129e-32,"2","OGFRL1"
"LRRC59",2.69680504284949e-36,0.341391411191052,0.511,0.318,6.54541551949999e-32,"2","LRRC59"
"IFNGR1",5.18933092123964e-36,0.346991513190834,0.453,0.268,1.25950250789407e-31,"2","IFNGR1"
"RPL4",5.53477744832204e-36,0.324542000970289,0.964,0.912,1.34334583448224e-31,"2","RPL4"
"ZFPM2-AS1",5.98077861123123e-36,0.334085852708897,0.411,0.22,1.45159477673193e-31,"2","ZFPM2-AS1"
"SERF21",6.36951857683994e-36,0.34687814273482,0.942,0.845,1.54594585378482e-31,"2","SERF2"
"RPL24",7.41079527675586e-36,0.267980279221419,1,0.993,1.79867412162141e-31,"2","RPL24"
"NOP16",1.05994674182944e-35,0.313266438469619,0.45,0.259,2.57259673709424e-31,"2","NOP16"
"DAB2",1.08492184780872e-35,0.422037373576605,0.757,0.572,2.63321381681655e-31,"2","DAB2"
"RPS5",1.2517155396487e-35,0.292767343713582,0.999,0.977,3.03803878628135e-31,"2","RPS5"
"LRFN5",3.30057169061348e-35,0.528748205460036,0.304,0.145,8.01081755028799e-31,"2","LRFN5"
"NPM1",3.64119594906215e-35,0.331462891600791,0.999,0.992,8.83754668796875e-31,"2","NPM1"
"ATP13A3",4.6749697982716e-35,0.377033021400843,0.875,0.777,1.1346619197385e-30,"2","ATP13A3"
"MCUB",9.82056226944527e-35,0.329666490631857,0.49,0.298,2.38354866841706e-30,"2","MCUB"
"RPS13",1.29418937170634e-34,0.270733064275174,1,0.984,3.14112702406845e-30,"2","RPS13"
"RPL32",1.33768266699228e-34,0.261824082312555,1,0.994,3.24668960105697e-30,"2","RPL32"
"CEBPZ",2.9881688254786e-34,0.376483698870808,0.612,0.43,7.2525845563191e-30,"2","CEBPZ"
"LARP6",3.28274584589172e-34,0.310806764906368,0.382,0.207,7.9675524425638e-30,"2","LARP6"
"SERPINE2",3.45578384123884e-34,0.407030247905001,0.431,0.252,8.38753296107079e-30,"2","SERPINE2"
"MIR100HG",3.55516265978025e-34,0.396777314129316,0.79,0.607,8.62873529155264e-30,"2","MIR100HG"
"MMP23B1",4.50457850086329e-34,0.268986454524274,0.281,0.131,1.09330624794453e-29,"2","MMP23B"
"BMPR1B",4.87188944339341e-34,0.337290509545227,0.288,0.135,1.18245628680601e-29,"2","BMPR1B"
